strain	date	country	region	clade_membership	author	accession	location	database
036-0028	2023-11-24	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762959		
RSV-A/human/USA/MA-Broad_MGH-21526/2023	2023-11-06	USA	North America	A.D.5.1	Paull,J.,Messer,K.,Adams,G.,Nabatanzi,D.,Dobbins,S.,Tomkins-Tinch,C.,Mboowa,G.,Luebbert,L.,Worby,C.,Wewior,N.,Samani,P.,DeRuff,K.,Blumenstiel,B.,Moreno,G.,Earl,A.,Gnirke,A.,MacInnis,B.,Sabeti,P.,Lemieux,J.,Park,D.	PV178311		
040-0018	2023-11-28	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762992		
2312V180265	2023-12-18	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899903		
028-0004	2023-12-12	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762869		
028-0002	2023-12-03	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762867		
035-0013	2023-12-01	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762929		
008-0008	2023-10-13	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762669		
008-0009	2023-10-26	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762670		
010-0042	2024-01-18	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762717		
038-0006	2023-12-09	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762963		
011-0032	2023-10-28	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762747		
040-0048	2023-12-27	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763019		
009-0010	2023-10-29	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762678		
011-0021	2023-12-08	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762737		
014-0006	2024-01-01	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762788		
041-0007	2024-03-21	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763036		
012-0007	2023-12-29	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762772		
039-0003	2023-11-19	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762967		
2312V220003	2023-12-21	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899908		
2312V130004	2023-12-12	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899895		
2312V260097	2023-12-23	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899914		
2401V190092	2024-01-19	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899851		
2312V270187	2023-12-27	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899918		
2312V310001	2023-12-30	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899921		
HRSV/A/Japan/23RS037iso/2024	2024-04-16	Japan	Asia	A.D.5.1	Ichikawa,Y.,Saito,R.	LC862017		
HRSV/A/Japan/23RS022iso/2024	2024-03-19	Japan	Asia	A.D.5.1	Ichikawa,Y.,Saito,R.	LC862015		
023-0013	2023-11-19	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762831		
2312V180350	2023-12-18	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899968		
2312V050272	2023-12-05	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899879		
007-0009	2023-12-09	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ737368		
007-0021	2023-12-09	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762645		
010-0033	2023-12-26	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762714		
2312V120289	2023-12-12	France	Europe	A.D.5.1	Caillault,A.,Fourati,S.	PQ899891		
012-0005	2023-12-21	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762770		
012-0010	2023-12-27	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762775		
036-0027	2024-01-13	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762958		
040-0015	2023-12-31	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762989		
040-0049	2023-12-31	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763020		
007-0051	2023-12-22	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762654		
007-0031	2023-12-13	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762649		
007-0027	2023-12-13	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762648		
007-0064	2024-01-02	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762657		
007-0028	2023-12-13	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ763043		
007-0012	2023-11-18	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ737358		
007-0004	2023-11-18	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762635		
007-0032	2023-12-14	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762650		
007-0045	2023-12-18	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762652		
007-0023	2023-12-12	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762647		
007-0019_6fhkq8	2023-11-27	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ737363		
007-0012_pi938n	2023-11-27	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762640		
007-0020_u615om	2023-12-05	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ737364		
007-0017	2023-12-05	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762641		
007-0018	2023-11-26	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ737362		
007-0011_35imxy	2023-11-26	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762639		
007-0021_3gh8ub	2023-12-05	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ737365		
007-0018_3wkh6q	2023-12-05	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762642		
007-0080	2024-01-15	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762660		
007-0017_ca9mju	2023-11-20	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ737359		
007-0005	2023-11-20	France	Europe	A.D.5.1	Fourati,S.,Rameix Welti,M.-A.	PQ762636		
A18321045	2022-10-22	Ireland	Europe	A.D.5	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970053		
A18321055	2022-11-07	Ireland	Europe	A.D.5	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970057		
A18321039	2022-10-14	Ireland	Europe	A.D.5	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970050		
A18321096	2022-11-11	Ireland	Europe	A.D.5	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970060		
hRSV/A/Germany/22-02320/2021	2021-12-07	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795465		
hRSV/A/Germany/22-02048/2021	2021-11-26	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795462		
hRSV/A/Germany/22-00726/2021	2021-10-21	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795433		
hRSV/A/Germany/22-00939/2021	2021-10-26	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795440		
hRSV/A/Germany/21-07357/2021	2021-09-25	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795422		
hRSV/A/Germany/21-06264/2021	2021-08-09	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795413		
hRSV/A/Germany/22-00757/2021	2021-10-25	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795435		
hRSV/A/Germany/22-01933/2021	2021-11-25	Germany	Europe	A.D.5	Kondgen,S.,Reiche,J.	OR795456		
RSVLO455	2021-09-18	United Kingdom	Europe	A.D.5	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348992		
RSVLO896	2022-10-13	United Kingdom	Europe	A.D.5	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348894		
RSVLO979	2022-11-15	United Kingdom	Europe	A.D.5	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349020		
RSVLO830	2022-08-16	United Kingdom	Europe	A.D.5	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349016		
RSVLO881	2022-10-07	United Kingdom	Europe	A.D.5	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ348891		
RSVLO1200	2023-04-12	United Kingdom	Europe	A.D.5	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349025		
2312V060127	2023-12-06	France	Europe	A.D.5.2	Caillault,A.,Fourati,S.	PQ899882		
025-0017	2023-12-27	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762840		
011-0010	2023-11-18	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762727		
040-0055	2023-11-27	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763026		
2312V060273	2023-12-06	France	Europe	A.D.5.2	Caillault,A.,Fourati,S.	PQ899885		
011-0046	2023-12-16	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762760		
2311V130221	2023-11-13	France	Europe	A.D.5.2	Caillault,A.,Fourati,S.	PQ899868		
hRSV/A/Germany/22-02775/2021	2021-12-24	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795470		
011-0004	2023-11-03	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762723		
036-0017	2023-11-06	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762955		
036-0029	2024-01-09	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762960		
036-0031	2023-12-29	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763148		
011-0012	2023-11-18	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762729		
2312V040069	2023-12-01	France	Europe	A.D.5.2	Caillault,A.,Fourati,S.	PQ899876		
018-0012	2023-12-20	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763082		
2312V080102	2023-12-08	France	Europe	A.D.5.2	Caillault,A.,Fourati,S.	PQ899886		
hRSV/A/Germany/22-00373/2021	2021-10-11	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795427		
hRSV/A/Germany/22-02025/2021	2021-11-25	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795461		
hRSV/A/Germany/22-01307/2021	2021-11-08	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795448		
hRSV/A/Germany/22-02516/2021	2021-12-14	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795469		
hRSV/A/Germany/22-01987/2021	2021-11-24	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795458		
hRSV/A/Germany/22-02061/2021	2021-11-25	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795463		
hRSV/A/Germany/22-02062/2021	2021-11-25	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795464		
RSV-A/human/USA/WA-S25739/2022	2022-11-11	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638690	Snohomish County	
hRSV-A-D13J36P0	2022-10-27	USA	North America	A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872591		
hRSV-A-W13K14C5	2022-09-14	USA	North America	A.D.5.2	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872598		
hRSV/A/Germany/23-00282/2022	2022-10-14	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795472		
RSVA/human/USA/SC-USAFSAM-R00021/2022	2022-12-08	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681252		
026-0029	2023-12-12	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763121		
hRSV/A/Panama/ICGES-372/2024	2024-07-10	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618080		
MN-MDH-RSVA-00746	2024-02-07	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957759		
hRSV-A-G43R19F9	2023-10-25	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270254		
Patient_B_D4	2021-04-01	France	Europe	A.D.5.2	Coppee,R.,Chenane,H.R.,Bridier-Nahmias,A.,Tcherakian,C.,Catherinot,E.,Collin,G.,Lebourgeois,S.,Visseaux,B.,Descamps,D.,Vasse,M.,Farfour,E.	OK500260		
hRSV/A/Germany/22-00668/2021	2021-10-20	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795430		
hRSV/A/Germany/23-01795/2022	2022-11-28	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795479		
hRSV/A/Germany/22-00758/2021	2021-10-25	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795436		
hRSV/A/Germany/22-01300/2021	2021-11-09	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795447		
hRSV/A/Germany/22-00203/2021	2021-10-05	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795423		
hRSV/A/Germany/22-01323/2021	2021-11-05	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795451		
hRSV-A-G43Q36V5	2023-03-10	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882982		
hRSV-A-G43R59U5	2023-12-26	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781398		
hRSV-A-G43R46P6	2023-12-08	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270273		
019-0018	2023-12-16	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762812		
035-0037	2023-12-11	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762949		
040-0053	2023-11-25	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763024		
040-0054	2023-12-24	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763025		
019-0008	2023-11-28	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762811		
2310V300209	2023-10-30	France	Europe	A.D.5.2	Caillault,A.,Fourati,S.	PQ899864		
008-0004	2023-12-01	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762665		
hRSV/A/Germany/22-00271/2021	2021-10-07	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795424		
hRSV/A/Germany/22-00723/2021	2021-10-21	Germany	Europe	A.D.5.2	Kondgen,S.,Reiche,J.	OR795431		
PP508188	2023-05-18	Peru	South America	A.D.5.2	Meza,E.,Cuicapuza,D.,Martinez-Ventura,A.,Ayzanoa,B.,Zamudio,C.,Avendano,C.,Greninger,A.,Sobolik,E.,Tsukayama,P.	PP508188		
WA-UW-46278	2023-11-03	USA	North America	A.D.5.2	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	PP530278		
008-0011	2023-12-01	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762672		
018-0008	2023-11-30	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ762806		
RSV - A/B_16no8b	2024-03-20	Switzerland	Europe	A.D.5.2		m2-BP3DjK	AG	ReVSeq
MN-MDH-RSVA-00685	2024-03-24	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934467		
RSV - A/B_43av78	2023-11-30	Switzerland	Europe	A.D.5.2		m2-3fGJE8	BS	ReVSeq
RSV - A/B_1alop7	2024-02-02	Switzerland	Europe	A.D.5.2		m2-G8vc2N	SO	ReVSeq
009-0001	2024-02-12	France	Europe	A.D.5.2	Fourati,S.,Rameix Welti,M.-A.	PQ763044		
MN-MDH-RSVA-00897	2024-02-18	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978508		
MN-MDH-RSVA-00920	2024-03-06	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978531		
hRSV/A/Panama/ICGES-336/2023	2023-08-01	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618076		
hRSV/A/Panama/ICGES-358/2023	2023-12-11	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618075		
hRSV-A-G43R50X6	2023-12-18	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270269		
hRSV/A/Panama/ICGES-356/2023	2023-11-19	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618077		
hRSV/A/Panama/ICGES-369/2024	2024-07-05	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618073		
hRSV/A/Panama/ICGES-365/2024	2024-06-27	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618074		
hRSV/A/Panama/ICGES-370/2024	2024-07-05	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618072		
hRSV/A/Panama/ICGES-376/2024	2024-07-12	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618068		
hRSV/A/Panama/ICGES-360/2024	2024-05-30	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618071		
hRSV/A/Panama/ICGES-366/2024	2024-06-28	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618070		
hRSV/A/Panama/ICGES-362/2024	2024-06-14	Panama	North America	A.D.5.2	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618069		
A19160806	2023-11-28	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969990		
A19160762	2023-10-25	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970027		
A19160767	2023-10-29	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970031		
RSVA/human/USA/NY-USAFSAM-R00003/2022	2022-11-30	USA	North America	A.D.5.2	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681259		
A18321046	2022-10-25	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969971		
A18321082	2022-11-16	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969981		
RSVLO1001	2022-11-21	United Kingdom	Europe	A.D.5.2	Maloney,D.M.,Fernandes,G.,Jasim,S.,Dewar,R.,Templeton,K.E.	PQ349021		
hRSV/A/Austria/MUW1561554/2022	2022-10-27	Austria	Europe	A.D.5.2	Redlberger-Fritz,M.,Springer,D.N.,Aberle,S.W.,Camp,J.V.,Aberle,J.H.	OQ261752		
A18321020	2022-10-03	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969964		
A18321034	2022-10-11	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969965		
A18321040	2022-10-16	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969968		
RSV-A/human/USA/WA-S23373/2021	2021-11-11	USA	North America	A.D.5.2	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Duchin,J.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Chu,H.Y.,Bedford,T.,Shendure,J.	OR287987	King County WA	
Beijing/China/2023A	2023-01-26	China	Asia	A.D.5.2	Li,J.,Li,S.,Tong,Y.	PQ594188		
2023-02R1155	2023-12-17	China	Asia	A.D.5.2	Wei,X.,Wang,L.,Li,M.,Qi,J.,Kang,L.,Hu,G.,Gong,C.,Wang,C.,Wang,Y.,Huang,F.,Gao,G.F.	PP974157		
HRSV/A/Japan/23RS043iso/2024	2024-04-30	Japan	Asia	A.D.5.2	Ichikawa,Y.,Saito,R.	LC862019		
MN-MDH-RSVA-00217	2023-11-13	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504649		
hRSV-A-HS18687	2023-11-19	USA	North America	A.D.5.2	Bendall,E.E.,Lauring,A.S.	PQ066215		
hRSV-A-G43S01V0	2024-02-27	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP781428		
hRSV-A-G43R32U1	2023-11-20	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270245		
hRSV-A-G43R44N3	2023-12-05	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270259		
hRSV-A-G43R42Z1	2023-12-05	USA	North America	A.D.5.2	Lauring,A.S.,Papalambros,L.K.	PP270268		
MN-MDH-RSVA-00207	2023-11-13	USA	North America	A.D.5.2	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP504639		
A19160785	2023-11-16	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970043		
A19160810	2023-11-22	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969955		
A19160790	2023-11-20	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP969996		
A19160770	2023-10-31	Ireland	Europe	A.D.5.2	Carr,M.,Dean,J.,Hare,D.,OByrne,E.,De Gascun,C.F.,Rice,A.,Gonzalez,G.	PP970016		
RSV - A/B_2td0mp	2023-12-29	Switzerland	Europe	A.D.5.2		m2-NmHGDa	BL	ReVSeq
HRSV/A/Japan/23RS028iso/2024	2024-03-16	Japan	Asia	A.D.5.2	Ichikawa,Y.,Saito,R.	LC862079		
WA-UW-56209	2023-12-22	USA	North America	A.D.5.2	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	PQ390735		
