strain	date	country	region	clade_membership	author	accession	location	database
RSV-A/human/USA/WA-S23807/2023	2023-01-30	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522520	King County WA	
RSV-A/human/USA/WA-S23749/2022	2022-10-30	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522462	King County WA	
RSV-A/human/USA/WA-S25744/2022	2022-11-08	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638695	Snohomish County	
RSV-A/human/USA/WA-S24227/2022	2022-12-22	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR975305	King County WA	
RSV-A/human/USA/WA-S25741/2023	2023-01-11	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638692		
RSV-A/human/USA/WA-S24023/2022	2022-10-16	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR601473	King County WA	
RSV-A/human/USA/WA-S24024/2022	2022-10-23	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR601474	King County WA	
RSV-A/human/USA/WA-S25779/2022	2022-10-15	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638730		
RSV-A/human/USA/WA-S25717/2022	2022-11-25	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638668		
RSV-A/human/USA/WA-S25723/2022	2022-11-23	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638674	Snohomish County	
RSV-A/human/USA/WA-S25753/2022	2022-11-16	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638704		
RSV-A/human/USA/WA-S24022/2022	2022-10-16	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR601472	King County WA	
RSV-A/human/USA/WA-S23766/2022	2022-10-23	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522479	King County WA	
RSV-A/human/USA/WA-S25724/2022	2022-11-30	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638675	King County WA	
RSV-A/human/USA/WA-S25737/2022	2022-11-11	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638688	King County WA	
hRSV-A-W13J48E5	2022-04-27	USA	North America	A.D.1.8	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872622		
hRSV-A-W13K23C5	2022-09-21	USA	North America	A.D.1.8	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872628		
RSV-A/human/USA/WA-S23374/2021	2021-11-11	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Wolf,C.R.,Duchin,J.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Chu,H.Y.,Bedford,T.,Shendure,J.	OR287988	King County WA	
hRSV-A-G43R82X4	2024-01-27	USA	North America	A.D.1.8	Lauring,A.S.,Papalambros,L.K.	PP781407		
MN-MDH-RSVA-01069	2024-01-14	USA	North America	A.D.1.8	Kunerth,H.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnkers-Voels,L.,Strain,A.	PQ788250		
RSV-A/human/USA/WA-S24694/2023	2023-12-17	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP342434	King County WA	
MN-MDH-RSVA-00888	2024-02-16	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP978499		
MN-MDH-RSVA-00843	2024-02-16	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973778		
RSV-A/human/USA/WA-S24910/2024	2024-01-09	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP495848	King County WA	
RSV-A/human/USA/WA-S24913/2024	2024-01-15	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP495851	King County WA	
ASU102728	2023-01-29	USA	North America	A.D.1.8	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143189		
ASU102720	2023-02-20	USA	North America	A.D.1.8	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143184		
PP352351	2022-10-24	USA	North America	A.D.1.8	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352351		
PP352352	2022-10-01	USA	North America	A.D.1.8	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352352		
PP352368	2022-11-30	USA	North America	A.D.1.8	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352368		
ASU101604	2022-12-09	USA	North America	A.D.1.8	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143154		
ASU102699	2022-12-02	USA	North America	A.D.1.8	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143168		
RSV-A/human/USA/OR-S23804/2022	2022-12-05	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522517	Multnomah County OR	
PP352354	2022-10-31	USA	North America	A.D.1.8	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352354		
hRSV-A-D13J36M6	2022-10-24	USA	North America	A.D.1.8	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872644		
PP352341	2022-11-01	USA	North America	A.D.1.8	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352341		
RSVA/human/USA/NY-USAFSAM-R00011/2022	2022-12-06	USA	North America	A.D.1.8	Fries,A.,Padraic,F.,Jennifer,M.,Kelsey,L.,William,G.,Deanna,M.,Sarah,P.,Elizabeth,M.	PP681243		
RSV-A/human/USA/WA-S23785/2022	2022-10-18	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522498	King County WA	
RSV-A/human/USA/WA-S23784/2022	2022-10-18	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522497	King County WA	
RSV-A/human/USA/WA-S25018/2021	2021-09-21	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boekch,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PP495957	King County WA	
RSV-A/human/USA/OR-S23799/2023	2023-01-10	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Reich,S.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	OR522512	Multnomah County OR	
PP352369	2022-11-30	USA	North America	A.D.1.8	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352369		
RSV-A/human/USA/WA-S25722/2022	2022-11-25	USA	North America	A.D.1.8	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,Opsahl,J.,Rodriguez-Salas,L.,McDermot,E.,Stone,J.,Kolar,T.,Han,P.D.,Sibley,T.R.,Truong,M.,Reinhart,D.,Grindstaff,S.,Wolf,C.R.,Boeckh,M.,Englund,J.A.,Lutz,B.R.,Waghmare,A.,Viboud,C.,Starita,L.M.,Shendure,J.,Bedford,T.,Chu,H.Y.	PQ638673	King County WA	
ASU102701	2022-12-19	USA	North America	A.D.1.8	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143170		
ASU102713	2023-01-02	USA	North America	A.D.1.8	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143179		
PP352347	2022-10-29	USA	North America	A.D.1.8	Rios Guzman,E.,Simons,L.M.,Dean,T.J.,Agnes,F.,Pawlowski,A.,Alisoltanidehkordi,A.,Nam,H.H.,Ison,M.G.,Ozer,E.A.,Lorenzo-Redondo,R.,Hultquist,J.F.	PP352347		
hRSV-A-W13K34X1	2022-10-17	USA	North America	A.D.1.8	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872585		
hRSV-A-W13J87H2	2022-07-22	USA	North America	A.D.1.8	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872587		
hRSV-A-HCV36304	2023-12-21	USA	North America	A.D.1.8	Bendall,E.E.,Lauring,A.S.	PQ066219		
MN-MDH-RSVA-00264	2023-11-24	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP594806		
MN-MDH-RSVA-00315	2024-01-02	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709397		
MN-MDH-RSVA-00597	2024-01-16	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910757		
MN-MDH-RSVA-00599	2024-01-15	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910759		
MN-MDH-RSVA-00834	2024-02-05	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973769		
MN-MDH-RSVA-00317	2023-12-27	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709386		
MN-MDH-RSVA-00318	2023-12-18	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709374		
MN-MDH-RSVA-00813	2024-01-10	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973748		
MN-MDH-RSVA-00319	2023-12-19	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Wang,X.	PP709375		
MN-MDH-RSVA-00600	2024-01-14	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP910760		
MN-MDH-RSVA-00815	2024-01-08	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973750		
MN-MDH-RSVA-00819	2024-01-22	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973754		
MN-MDH-RSVA-00814	2024-01-09	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973749		
MN-MDH-RSVA-00817	2024-01-21	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973752		
MN-MDH-RSVA-00823	2024-01-29	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973758		
MN-MDH-RSVA-00678	2024-03-07	USA	North America	A.D.1.8	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP934460		
MN-MDH-RSVA-00822	2024-01-29	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973757		
MN-MDH-RSVA-00818	2024-01-22	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973753		
MN-MDH-RSVA-00825	2024-01-29	USA	North America	A.D.1.8	Kunerth,H.D.,Namugenyi,S.,Plumb,M.,Bohnker,L.,Evans,D.,Wang,X.	PP973760		
hRSV/A/Panama/ICGES-63/2022	2022-12-01	Panama	North America	A.D.1	Franco,D.,Goya,S.,Martinez,A.,Moreno,B.,Valdespino,E.,Gaitan,M.,Gonzalez,C.,Moreno,A.,Capitan-Barrios,Z.,Carrera,J.P.,Lopez-Verges,S.,Pascale,J.M.,Das,S.R.,Arbiza,J.,Delfraro,A.,Abrego,L.	PQ618042		
RSV-A/human/USA/OR-S24908/2024	2024-01-03	USA	North America	A.D.1	Frazar,C.D.,Lee,J.,Ryke,E.,Gamboa,L.,McDermot,E.,Kolar,T.,Han,P.D.,Sibley,T.R.,Reinhart,D.,Grindstaff,S.,Truong,M.,Babu,T.M.,Feldstein,L.R.,Saydah,S.,Briggs-Hagen,M.,Casto,A.,Ehmen,B.,Englund,J.A.,Fortmann,S.P.,Kuntz,J.L.,Lockwood,T.,Midgley,C.M.,Mularski,R.A.,Ogilvie,T.,Opsahl,J.,Reich,S.,Rodriguez-Salas,L.,Schmidt,M.A.,Smith,N.,Starita,L.,Stone,J.,Vandermeer,M.,Weil,A.A.,Wolf,C.R.,Chu,H.Y.,Naleway,A.L.	PP495846	Multnomah County OR	
MN-MDH-RSVA-00743	2024-02-07	USA	North America	A.D.1	Kunerth,H.D.,Plumb,M.,Namugenyi,S.,Evans,D.,Bohnker,L.,Wang,X.	PP957756		
hRSV-A-G43R40Y0	2023-12-04	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.	PP270275		
hRSV-A-G43R40T2	2023-11-30	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.	PP270276		
hRSV-A-HS16115	2022-11-17	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882975		
hRSV-A-W13K36O5	2022-10-26	USA	North America	A.D.1	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872626		
hRSV-A-W13K36O8	2022-10-25	USA	North America	A.D.1	Gilbert,J.,Lauring,A.S.,Papalambros,L.K.	OR872645		
ASU102740	2022-11-30	USA	North America	A.D.1	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143197		
ASU102780	2022-12-16	USA	North America	A.D.1	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143220		
ASU101584	2022-12-19	USA	North America	A.D.1	Holland,S.C.,Holland,L.A.,Smith,M.F.,Leonard,V.R.,Murugan,V.,Nordstrom,L.,Mulrow,M.,Salgado,R.,White,M.,Lim,E.S.	OR143138		
hRSV-A-HS16195	2022-11-26	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882974		
hRSV-A-HS16197	2022-11-29	USA	North America	A.D.1	Lauring,A.S.,Papalambros,L.K.,Fitzsimmons,W.J.,Gilbert,J.	OR882978		
